run_id,row,label,p_featured,agreement,prob,correct,deletion_auc,insertion_auc,background_reliance,background_excess,footprint_fraction
resnet50_soft_d4_s224_full_bce_nfull_seed0,225938,1,0.545360803604126,0.0907216183804011,0.5495545268058777,1,0.5643774271011353,0.9413784742355348,0.0413274200641912,-0.6480858452419312,0.3105867346938775
resnet50_soft_d4_s224_full_bce_nfull_seed0,41547,1,0.5208333134651184,0.0416666576121416,0.3960290551185608,0,1.1150785684585571,1.184865117073059,0.9999462296534852,0.1511141186840976,0.1511678890306122
resnet50_soft_d4_s224_full_bce_nfull_seed0,52761,0,0.4550000131130218,0.0900000008940697,0.4209862351417541,1,1.11404287815094,0.9165234565734864,0.092876108645934,-0.5642308747724334,0.3428930165816326
resnet50_soft_d4_s224_full_bce_nfull_seed0,122091,0,0.4668117463588714,0.066376517222775,0.2083348929882049,1,0.9715487360954284,0.984711527824402,0.1560025571621961,-0.5897523854398448,0.2542450573979591
resnet50_soft_d4_s224_full_bce_nfull_seed0,80469,0,0.4736841917037964,0.0526315921561542,0.3557038009166717,1,1.074487328529358,1.065055012702942,0.0533764079638097,-0.5813892170361902,0.365234375
resnet50_soft_d4_s224_full_bce_nfull_seed0,172684,0,0.4359999895095825,0.1280000209808349,0.44244584441185,1,1.282166838645935,0.9952102899551392,0.0766662866952246,-0.5296594467231428,0.3936742665816326
resnet50_soft_d4_s224_full_bce_nfull_seed0,140552,0,0.4189999997615814,0.1619999755024902,0.448015958070755,1,1.0877439975738523,1.0724278688430786,0.2331695929858964,-0.3232119440038995,0.4436184630102041
resnet50_soft_d4_s224_full_bce_nfull_seed0,52768,0,0.4440000057220459,0.1119999885559082,0.399777203798294,1,1.191120743751526,0.9298423528671264,0.0290506760474994,-0.6500189986973984,0.320930325255102
resnet50_soft_d4_s224_full_bce_nfull_seed0,203419,0,0.4410000145435333,0.1179999971985817,0.3476275205612182,1,1.1999783515930176,1.1587077379226685,0.1899709161462502,-0.4826414881904845,0.3273875956632653
resnet50_soft_d4_s224_full_bce_nfull_seed0,140238,0,0.4475138187408447,0.1049723742351053,0.3016454875469208,1,1.1137076616287231,1.031749963760376,0.0222253899774258,-0.4661156495633904,0.5116589604591837
resnet50_soft_d4_s224_full_bce_nfull_seed0,132494,1,0.5224660634994507,0.044932093212074,0.4123587012290954,0,1.2650729417800903,0.9546841382980348,0.0138649040376727,-0.6785577681562047,0.3075773278061224
resnet50_soft_d4_s224_full_bce_nfull_seed0,230219,0,0.4047131240367889,0.1905737328859932,0.2915838360786438,1,1.0608705282211304,1.0075831413269043,0.4797477649662596,-0.3355822732990465,0.1846699617346938
resnet50_soft_d4_s224_full_bce_nfull_seed0,194902,1,0.5740000009536743,0.1480000019073486,0.6358173489570618,1,0.4534164071083069,0.9816495180130004,0.3091672341596441,-0.4640111778301519,0.226821588010204
resnet50_soft_d4_s224_full_bce_nfull_seed0,171718,1,0.5899053812026978,0.1798107342515249,0.5339015126228333,1,0.5192090272903442,0.9312572479248048,0.1744034171119994,-0.5672459770206536,0.2583506058673469
resnet50_soft_d4_s224_full_bce_nfull_seed0,85587,0,0.4445617794990539,0.1108764689680731,0.3763278424739837,1,1.1245858669281006,1.1131068468093872,0.0047467593880157,-0.5234539740303517,0.4717992665816326
resnet50_soft_d4_s224_full_bce_nfull_seed0,159383,1,0.523857831954956,0.0477156973372909,0.7863901257514954,1,0.3734943270683288,0.9266376495361328,0.0075634388754588,-0.4831492524510717,0.5092873086734694
resnet50_soft_d4_s224_full_bce_nfull_seed0,183242,0,0.4120000004768371,0.1759999990463258,0.3959720730781555,1,1.1520181894302368,1.2933069467544556,0.4989873717823971,-0.1953684955645416,0.3056441326530612
resnet50_soft_d4_s224_full_bce_nfull_seed0,162015,1,0.5669999718666077,0.1339999775290483,0.5698938369750977,1,0.4893735349178314,0.9238083958625792,0.0626634329966557,-0.6036511397074258,0.3336854272959184
resnet50_soft_d4_s224_full_bce_nfull_seed0,227538,1,0.5368852615356445,0.073770490051261,0.7313483953475952,1,0.386416494846344,0.86158686876297,0.3061948396403746,-0.496041289186156,0.1977638711734693
resnet50_soft_d4_s224_full_bce_nfull_seed0,126108,0,0.4709999859333038,0.0580000000596047,0.603208601474762,0,0.6240450739860535,0.9991047978401184,0.0123045292432853,-0.5128070778995718,0.4748883928571428
resnet50_soft_d4_s224_full_bce_nfull_seed0,201797,0,0.44200000166893,0.1160000230073923,0.3872425556182861,1,1.177282452583313,1.2879741191864014,0.1202090823864503,-0.4958025566441619,0.3839883609693877
resnet50_soft_d4_s224_full_bce_nfull_seed0,219285,0,0.4882292747497558,0.0235414554270732,0.475888043642044,1,1.4648211002349854,1.283778190612793,0.1628166699263188,-0.5298850201247015,0.3072983099489796
resnet50_soft_d4_s224_full_bce_nfull_seed0,196582,1,0.545547604560852,0.0910951758672566,0.5355149507522583,1,0.5675974488258362,0.9546493291854858,0.1024035475154694,-0.6549505660049387,0.2426458864795918
resnet50_soft_d4_s224_full_bce_nfull_seed0,103834,1,0.5499463081359863,0.0998926124078107,0.4654895663261413,0,1.1628341674804688,1.1863718032836914,0.4443379067843798,-0.3525769529094977,0.2030851403061224
resnet50_soft_d4_s224_full_bce_nfull_seed0,60679,0,0.4053426086902618,0.1893147636373051,0.1807183921337127,1,0.945075273513794,1.0624022483825684,0.8573480844006288,0.3045140601659349,0.4471659757653061
resnet50_soft_d4_s224_full_bce_nfull_seed0,153579,1,0.5334029197692871,0.0668058271319043,0.4993354678153991,0,1.4496506452560425,1.0595463514328003,0.0727064358170575,-0.6083562236217179,0.3189373405612244
resnet50_soft_d4_s224_full_bce_nfull_seed0,179564,1,0.5120000243186951,0.0240000181198114,0.5078653693199158,1,0.5718689560890198,1.0659101009368896,0.0200160684099019,-0.5568932109268327,0.4230907206632653
resnet50_soft_d4_s224_full_bce_nfull_seed0,163624,1,0.5880535244941711,0.176107081863666,0.5372329354286194,1,0.428832858800888,0.9611660838127136,0.1519636455877172,-0.6143190393612623,0.2337173150510204
resnet50_soft_d4_s224_full_bce_nfull_seed0,82778,0,0.4565883576869964,0.0868232974038282,0.4626659154891968,1,1.4507097005844116,1.3531657457351685,0.1814139523633869,-0.5553725591162049,0.2632134885204081
resnet50_soft_d4_s224_full_bce_nfull_seed0,218776,0,0.4749999940395355,0.0499999836087221,0.6415787935256958,0,0.5051207542419434,0.8789361119270325,0.166137737772565,-0.6024767392682513,0.2313855229591837
resnet50_soft_d4_s224_full_bce_nfull_seed0,86932,0,0.4873208403587341,0.0253583261018071,0.550492525100708,0,0.4559404850006103,0.99090176820755,0.1256672663662058,-0.5118287476644064,0.3625039859693877
resnet50_soft_d4_s224_full_bce_nfull_seed0,74986,0,0.4520123600959778,0.095975256383779,0.3979048728942871,1,1.2965712547302246,1.0742346048355105,0.1832642224322302,-0.4851429842004228,0.3315927933673469
