run_id,row,label,p_featured,agreement,prob,correct,deletion_auc,insertion_auc,background_reliance,background_excess,footprint_fraction
vit_small_hard_d4_s224_full_bce_nfull_seed0,225938,1,0.545360803604126,0.0907216183804011,0.4188292920589447,0,1.2857803106307983,0.8804913759231567,0.4131371063981612,-0.2762761589079612,0.3105867346938775
vit_small_hard_d4_s224_full_bce_nfull_seed0,41547,1,0.5208333134651184,0.0416666576121416,0.1194482073187828,0,1.0287072658538818,0.9938002228736876,0.5696192272764561,-0.2792128836929316,0.1511678890306122
vit_small_hard_d4_s224_full_bce_nfull_seed0,52761,0,0.4550000131130218,0.0900000008940697,0.020349234342575,1,0.7025431394577026,0.9848041534423828,0.3699868780753442,-0.2871201053430232,0.3428930165816326
vit_small_hard_d4_s224_full_bce_nfull_seed0,122091,0,0.4668117463588714,0.066376517222775,0.0174579434096813,1,0.8363465070724487,0.9920989274978638,0.3463720009371734,-0.3993829416648675,0.2542450573979591
vit_small_hard_d4_s224_full_bce_nfull_seed0,80469,0,0.4736841917037964,0.0526315921561542,0.134461760520935,1,0.8597436547279358,0.977087378501892,0.2748476637102661,-0.3599179612897339,0.365234375
vit_small_hard_d4_s224_full_bce_nfull_seed0,172684,0,0.4359999895095825,0.1280000209808349,0.0554378107190132,1,0.7991176843643188,0.9472925066947936,0.4105749667220356,-0.1957507666963318,0.3936742665816326
vit_small_hard_d4_s224_full_bce_nfull_seed0,140552,0,0.4189999997615814,0.1619999755024902,0.0087625971063971,1,0.4614630341529846,0.9940306544303894,0.3526775490519804,-0.2037039879378155,0.4436184630102041
vit_small_hard_d4_s224_full_bce_nfull_seed0,52768,0,0.4440000057220459,0.1119999885559082,0.2340951561927795,1,1.0138202905654907,0.8896597623825073,0.3245558176113919,-0.3545138571335059,0.320930325255102
vit_small_hard_d4_s224_full_bce_nfull_seed0,203419,0,0.4410000145435333,0.1179999971985817,0.1356270462274551,1,0.8149093389511108,0.9937587976455688,0.4050426066809786,-0.2675697976557561,0.3273875956632653
vit_small_hard_d4_s224_full_bce_nfull_seed0,140238,0,0.4475138187408447,0.1049723742351053,0.0007112483144737,1,0.4059793055057525,0.999894380569458,0.393644808083938,-0.0946962314568783,0.5116589604591837
